age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,label
46,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,75,United-States,True
27,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,70,United-States,True
32,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,False
46,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,False
26,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,24,United-States,False
20,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Vietnam,False
36,Private,HS-grad,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States,False
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,True
32,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,55,United-States,True
32,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,True
49,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,True
36,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,False
22,Private,Some-college,Never-married,Other-service,Other-relative,White,Male,0,0,25,United-States,False
52,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,False
42,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,True
22,,Some-college,Never-married,,Own-child,White,Male,0,0,40,United-States,False
72,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,16,United-States,False
30,Local-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,False
44,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,False
23,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,False
22,Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,False
59,Private,Bachelors,Separated,Adm-clerical,Unmarried,White,Male,0,0,60,United-States,False
46,Private,HS-grad,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,False
30,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,False
64,Federal-gov,7th-8th,Widowed,Other-service,Unmarried,White,Female,0,0,30,Puerto-Rico,False
31,Private,Some-college,Married-civ-spouse,Sales,Wife,Black,Female,0,0,40,United-States,False
64,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,False
45,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,False
59,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,True
32,Private,HS-grad,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,Jamaica,False
43,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,False
66,,10th,Divorced,,Not-in-family,White,Female,1086,0,20,United-States,False
23,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,False
49,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
32,Private,12th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,False
49,Private,Assoc-voc,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,False
33,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,False
28,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,85,United-States,False
47,Private,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,False
41,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,False
34,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,True
25,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,False
20,,Some-college,Never-married,,Own-child,White,Female,0,0,40,United-States,False
21,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States,False
25,Private,HS-grad,Never-married,Farming-fishing,Unmarried,White,Male,0,0,30,,False
46,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,False
37,Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,False
41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,True
44,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,1504,50,United-States,False
30,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,True
54,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,False
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99,United-States,False
58,,HS-grad,Widowed,,Not-in-family,White,Female,0,0,12,United-States,False
21,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,0,0,25,Ecuador,False
35,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,True
35,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States,True
19,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,False
48,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,False
56,,Some-college,Married-civ-spouse,,Husband,White,Male,0,0,40,Nicaragua,False
65,Self-emp-not-inc,Some-college,Widowed,Craft-repair,Not-in-family,White,Female,0,0,35,United-States,False
40,Private,Bachelors,Separated,Adm-clerical,Unmarried,Black,Male,0,0,35,United-States,False
26,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,False
45,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,False
26,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,False
32,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,False
35,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,50,United-States,True
22,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,False
37,Private,Assoc-voc,Separated,Prof-specialty,Own-child,White,Female,0,0,38,United-States,False
25,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,False
64,Private,1st-4th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,53,,False
46,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,True
30,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,27,United-States,False
63,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,True
51,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,True
68,Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16,United-States,False
36,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Canada,False
28,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,False
41,Local-gov,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,False
47,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,False
22,Private,Some-college,Never-married,Other-service,Unmarried,Black,Female,0,0,30,United-States,False
33,,Bachelors,Never-married,,Own-child,Asian-Pac-Islander,Male,0,0,80,Philippines,False
34,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,True
46,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,True
28,Private,Some-college,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,40,United-States,False
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,True
18,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,False
33,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,True
51,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,60,United-States,True
56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,False
54,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,False
29,Private,HS-grad,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,False
40,Private,Some-college,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,0,84,United-States,False
53,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,65,United-States,True
22,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,False
33,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,True
28,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,False
63,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,12,United-States,False
53,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,Germany,True
37,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,False
50,Federal-gov,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,False
22,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,False
40,Federal-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,False
22,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,8614,0,40,United-States,True
21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,False
25,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,Jamaica,False
20,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,False
43,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,False
29,Private,Assoc-voc,Never-married,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,False
32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,True
42,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,True
33,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,South,False
27,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,True
22,,Some-college,Never-married,,Own-child,White,Female,0,0,40,Iran,False
29,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,False
29,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,False
20,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,United-States,False
35,Private,10th,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,False
31,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,Puerto-Rico,True
33,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,False
67,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1539,40,United-States,False
46,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,United-States,False
45,Private,9th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,True
17,Local-gov,11th,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,False
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,70,United-States,True
48,Self-emp-not-inc,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,0,0,40,Jamaica,True
49,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,False
20,Private,Some-college,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States,False
27,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,46,Canada,False
64,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,False
53,Federal-gov,Some-college,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,False
52,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,False
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,False
32,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,40,United-States,True
48,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,True
30,Private,Some-college,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,False
34,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,False
19,,Some-college,Never-married,,Own-child,White,Male,0,0,50,United-States,False
39,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,False
28,Private,11th,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,False
17,Private,12th,Never-married,Sales,Not-in-family,White,Female,0,0,10,,False
54,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,False
24,Private,Some-college,Never-married,Sales,Own-child,White,Male,0,1762,40,United-States,False
25,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,False
25,Private,11th,Divorced,Other-service,Unmarried,White,Female,0,0,12,United-States,False
48,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,5178,0,40,United-States,True
24,Private,Bachelors,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,False
31,Private,Some-college,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,Taiwan,False
47,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,True
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,,True
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,False
52,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,True
52,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,False
19,,HS-grad,Never-married,,Other-relative,Asian-Pac-Islander,Female,0,0,12,South,False
60,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,28,United-States,False
43,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,True
24,Private,Assoc-acdm,Divorced,Other-service,Own-child,White,Female,0,0,30,United-States,False
20,,Some-college,Never-married,,Own-child,White,Female,0,0,40,United-States,False
51,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,False
38,Self-emp-not-inc,9th,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,False
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,False
40,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,True
54,Private,Some-college,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,False
35,Private,Bachelors,Never-married,Other-service,Other-relative,White,Male,0,0,50,United-States,False
52,Private,11th,Separated,Machine-op-inspct,Unmarried,Black,Male,0,0,40,United-States,False
53,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,True
56,,Some-college,Widowed,,Not-in-family,Black,Female,0,0,40,United-States,False
35,Private,HS-grad,Divorced,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,False
43,Self-emp-not-inc,Some-college,Divorced,Sales,Unmarried,White,Female,0,880,42,United-States,False
29,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Canada,False
29,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,65,United-States,False
27,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,False
58,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Mexico,False
64,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,18,United-States,False
53,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,32,United-States,False
21,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,False
40,Self-emp-not-inc,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,False
52,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,True
38,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,False
40,,Some-college,Divorced,,Not-in-family,White,Female,0,0,30,United-States,False
39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,False
56,,Masters,Never-married,,Not-in-family,White,Female,0,0,50,United-States,True
68,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,True
24,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States,False
40,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,True
43,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,99,United-States,True
38,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,70,United-States,False
45,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,True
18,Private,11th,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,55,United-States,False
57,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,True
49,Private,HS-grad,Separated,Other-service,Not-in-family,Black,Female,0,0,35,United-States,False
25,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,Yugoslavia,False
52,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,False
56,Private,10th,Divorced,Craft-repair,Not-in-family,White,Male,0,0,56,United-States,False
26,Self-emp-inc,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,48,United-States,False
19,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,False
25,Self-emp-inc,Bachelors,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,False
25,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,False
21,Private,HS-grad,Never-married,Sales,Other-relative,White,Male,0,0,45,United-States,False
48,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Italy,False
33,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Canada,False
31,State-gov,HS-grad,Divorced,Protective-serv,Own-child,Other,Male,0,0,40,United-States,False
26,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Unmarried,White,Male,0,0,65,United-States,False
37,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,False
29,,Some-college,Divorced,,Unmarried,White,Female,0,0,30,United-States,False
20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,False
28,Private,Some-college,Married-civ-spouse,Sales,Husband,Other,Male,0,0,60,,False
49,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,False
73,,10th,Never-married,,Not-in-family,White,Male,0,0,4,United-States,False
49,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,True
51,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,True
40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,False
24,Private,Assoc-voc,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,False
18,Private,12th,Never-married,Sales,Own-child,White,Male,0,0,24,United-States,False
41,Private,10th,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,True
46,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1485,40,United-States,True
46,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,False
64,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,True
50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,True
53,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,United-States,True
21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,False
22,State-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,False
37,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,7430,0,45,United-States,True
39,Federal-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,True
30,Private,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,India,False
25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,1741,40,United-States,False
26,Private,Some-college,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,False
43,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,False
59,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,0,0,60,United-States,False
27,Private,HS-grad,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,Jamaica,False
55,Private,10th,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,True
20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,12,Canada,False
25,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,36,Canada,False
28,Private,Assoc-acdm,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,False
29,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,False
60,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,True
37,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,50,United-States,True
25,Private,11th,Divorced,Sales,Own-child,White,Female,0,0,40,United-States,False
27,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,False
50,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,True
41,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,5013,0,70,United-States,False
46,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,47,United-States,False
35,Private,Assoc-voc,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,False
21,,Some-college,Never-married,,Own-child,White,Male,0,0,40,United-States,False
35,,11th,Separated,,Not-in-family,White,Female,6849,0,60,United-States,False
40,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,False
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,True
29,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,False
43,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,625,40,United-States,False
39,Private,Assoc-acdm,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,60,United-States,False
35,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,60,United-States,False
52,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,False
25,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,Outlying-US(Guam-USVI-etc),False
20,Self-emp-inc,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,False
46,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,0,0,10,,False
24,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,False
29,Private,Bachelors,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,30,India,False
21,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,False
37,Federal-gov,Bachelors,Divorced,Exec-managerial,Other-relative,White,Female,0,0,50,United-States,False
43,Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,False
19,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,26,United-States,False
47,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,False
61,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,True
21,,Assoc-acdm,Never-married,,Not-in-family,White,Male,0,0,55,United-States,False
35,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,False
60,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,False
27,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,False
57,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,35,India,False
56,Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
27,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,False
47,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,35,United-States,False
19,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,False
28,Self-emp-not-inc,12th,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,False
43,Private,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,False
63,Local-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,False
22,,Some-college,Never-married,,Own-child,White,Male,0,0,40,United-States,False
25,Private,HS-grad,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,False
35,Self-emp-not-inc,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,8614,0,40,United-States,True
20,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,False
48,Private,10th,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,False
30,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,Germany,False
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,True
20,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,24,Philippines,False
57,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,True
41,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,44,United-States,True
33,Private,HS-grad,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,False
27,Private,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,False
